product_id,representation,median_R,mean_R,p90_R,max_R,support_min,support_max,raw_spearman,raw_max_abs_diff,direction_match,direction_B
100353XUZ0AG,Q2,0.015261125780856255,0.015350072996400801,0.024029749701193925,0.036245399784452265,5,3000,0.8944271909999157,0.023860085250442212,1,1.0
100353XUZ0AG,Q4,0.014103327732266267,0.015742477491397937,0.025113911027360245,0.04280655836216277,5,3000,0.8720815992723809,0.030752124219122337,1,1.0
100354XUZ0AH,Q2,0.005021050204001648,0.0056722410901125075,0.008714718502871421,0.009926700175131115,2,1738,0.9176629354822471,0.008966539668597576,1,1.0
100354XUZ0AH,Q4,0.012525450664918156,0.015387590096866586,0.029858160238219786,0.032903683305168574,2,1738,0.5263157894736843,0.010604985236962378,1,1.0
100356XUZ0AI,Q2,0.005066279324314749,0.005696397290222366,0.008714718502871421,0.009926700175131115,2,1153,0.9176629354822471,0.009592421164474965,1,1.0
100356XUZ0AI,Q4,0.01268390114528474,0.015485911814417698,0.029942251666251096,0.032903683305168574,2,1153,0.8207826816681233,0.011740937085864017,1,1.0
100358XUZ0AJ,Q2,0.004823132784294248,0.005501768183461964,0.008284139716178723,0.009345869093484088,5,4024,0.9176629354822471,0.005189187212431598,1,1.0
100358XUZ0AJ,Q4,0.01138950821906521,0.01320118258335014,0.02322512785073927,0.03239715299743906,5,4024,0.6315789473684211,0.02746865668917485,1,1.0
100360XUZ0B9,Q2,0.004900108849207996,0.005686585865986022,0.008837132943895312,0.009926700175131115,1,600,0.9176629354822471,0.011245115695511537,1,1.0
100360XUZ0B9,Q4,0.008634940444179146,0.010286222304581656,0.016351280139729085,0.023482159780695483,1,600,0.6668859288553503,0.008335943743767171,1,1.0
100418XUZ0AS,Q2,0.015276883892132102,0.016645504854943694,0.029434301606695884,0.04990880449026913,1,386,0.8944271909999157,0.012506310722837824,1,1.0
100418XUZ0AS,Q4,0.011086613654193583,0.011944786171278936,0.01995437846792542,0.02736316494590918,1,386,0.9746794344808964,0.00491580101595189,1,1.0
100425XUZ02X,Q2,0.014293823278448515,0.016454102392913013,0.029331738265193114,0.04968054160605023,3,3630,0.9176629354822471,0.02036740065051769,1,1.0
100425XUZ02X,Q4,0.007119647888352759,0.01025147051495104,0.023365844918152356,0.03209926795819701,3,3630,0.9999999999999999,0.02259295933867647,1,1.0
100426XUZ0AT,Q2,0.014510149463067563,0.01657917172204605,0.02950278193730435,0.04990880449026913,2,1464,0.8944271909999157,0.009055172682750398,1,1.0
100426XUZ0AT,Q4,0.01493875334688758,0.01728842924830842,0.028500213394598045,0.041249671058847304,2,1464,0.8207826816681233,0.005375489521976459,1,1.0
100427XUZ0AT,Q2,0.01774404455676748,0.016735010538926513,0.02950278193730435,0.04990880449026913,1,178,0.8944271909999157,0.016748761127224163,1,1.0
100427XUZ0AT,Q4,0.014495177112454766,0.014734320702036124,0.02132869147733417,0.034256062210653,1,178,0.8999999999999998,0.02560884429842035,1,1.0
100483XUZ09C,Q2,0.01675524917609547,0.01633066603234983,0.0233783501663093,0.04688403729626378,9,153901,0.8885233166386386,0.025524370309595965,1,1.0
100483XUZ09C,Q4,0.02444147168635359,0.024262337823513613,0.030852724698363268,0.060848943962462876,9,153901,0.3,0.024989429776537356,1,1.0
100912XUZ0AG,Q2,0.0044562639163760465,0.005082927302121093,0.00733813471932382,0.010130321218594196,25,6568,0.9176629354822471,0.012733570446561149,1,1.0
100912XUZ0AG,Q4,0.0027466623688654074,0.004589826250912859,0.015242105554483049,0.024265359866526004,25,6568,0.9486832980505138,0.02425959872662857,1,1.0
101075XUZ0DF,Q2,0.017072752437178207,0.01641475015610328,0.029302109896114287,0.04990880449026913,1,83,0.9176629354822471,0.016597285338678394,1,1.0
101075XUZ0DF,Q4,0.013226602402455045,0.016043327819686135,0.03431342879523874,0.05727049735763967,1,83,0.9999999999999999,0.010685140254867248,1,1.0
101076XUZ0DG,Q2,0.016209378302084743,0.016996338612112187,0.029591733519941738,0.0503869526428497,1,1704,0.8603090020146066,0.016966499163996326,1,1.0
101076XUZ0DG,Q4,0.015361715568181944,0.015584916237405717,0.024995614056779997,0.035535471401823254,1,1704,0.5642880936468347,0.027548720058228462,1,1.0
101078XUZ0DH,Q2,0.015516663865278675,0.016555714762252656,0.02783201865171253,0.04750816217550585,1,380,0.8944271909999157,0.010949950010606557,1,1.0
101078XUZ0DH,Q4,0.01586364188675453,0.016128875642560058,0.023835024809132667,0.030538598428861474,1,380,0.9746794344808963,0.0119163219436184,1,1.0
101079XUZ0DI,Q2,0.017067469862754064,0.016919279555039336,0.02950278193730435,0.04990880449026913,1,261,0.8944271909999157,0.016165580401177937,1,1.0
101079XUZ0DI,Q4,0.011115581624818668,0.01207312456002603,0.019940614962055778,0.02736316494590918,1,261,0.8720815992723809,0.019941664702434497,1,1.0
101080XUZ0DJ,Q2,0.018561624117182512,0.016701753855698505,0.028912123357444666,0.04990880449026913,1,62,0.8603090020146066,0.01891693175237985,1,1.0
101080XUZ0DJ,Q4,0.0125956079482826,0.01564567422026155,0.03431258352594665,0.05727049735763967,1,62,0.9999999999999999,0.016799645078572872,1,1.0
101081XUZ0AU,Q2,0.01798910139331189,0.016875321635248783,0.02950278193730435,0.04990880449026913,1,209,0.8944271909999157,0.016498843222995233,1,1.0
101081XUZ0AU,Q4,0.014344578171963107,0.014700849699725155,0.024174079374470116,0.034256062210653,1,209,0.8999999999999998,0.02546158376527413,1,1.0
101083XUZ02X,Q2,0.014399901476368389,0.01657374896724895,0.029331738265193114,0.04968054160605023,4,498,0.9176629354822471,0.009677614050315364,1,1.0
101083XUZ02X,Q4,0.010161626957238247,0.012565232393119238,0.022689526742972838,0.03807606276079814,4,498,0.8999999999999998,0.004133505902289253,1,1.0
101154XUZ02X,Q2,0.0045984813700568755,0.005267624223868805,0.007989103724560298,0.010076816197431615,1,174,0.7453559924999299,0.014206210321230164,1,1.0
101154XUZ02X,Q4,0.009497292400255063,0.010038614748635261,0.016312675087449324,0.029253345036970663,1,174,0.6668859288553501,0.010278968712545772,1,1.0
101679AAA06Z,Q2,0.012875303445028664,0.012257996195123067,0.02289796855551122,0.040530871075229985,50,626945,0.8944271909999157,0.0037641062085988775,1,1.0
101679AAA06Z,Q4,0.008066161267882548,0.008131263043171185,0.012607612665383933,0.018088377426452085,50,626945,0.7999999999999999,0.0068681115308451,1,1.0
101897XUZ02X,Q2,0.0149480622378236,0.016846279197673373,0.029331738265193114,0.04968054160605023,3,3630,0.9176629354822471,0.008860374075166572,1,1.0
101897XUZ02X,Q4,0.0071168363680254795,0.009800362513404147,0.022216546642939816,0.03209926795819701,3,3630,0.8999999999999998,0.005914904776624222,1,1.0
102762AAA07L,Q2,0.007506967580906743,0.005421303590391805,0.007877257450101038,0.013166520813199467,5402,840788,0.7453559924999299,0.03227205702840508,1,-1.0
102762AAA07L,Q4,0.006356775121070801,0.004354444795262806,0.0066592856365693676,0.010733817552373792,5402,840788,0.44721359549995787,0.02887762875361588,0,1.0
